paper_id,dataset_clarity,protocol_clarity,subject_independent_validity,train_val_test_separation,preproc_inside_cv,hyperparam_selection_clarity,target_data_usage_disclosure,statistical_reporting,baseline_strength,reproducibility_code,leakage_risk_item,affective_theory_relevance,total_score,max_score,percent,quality_band,fatal_flag,fatal_reason,notes
EEG-0157,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,MSDA-Net multimodal transductive; cross-subject SEED 83.08
EEG-0158,2,1,1,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,MetaAN meta-learning target adaptation; SEED 94.08 SEED-IV 86.78
EEG-0159,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,GCPONet+MERNet subject-independent SEED 87.41
EEG-0160,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,"ADA-MSTFC adversarial DA; SEED 92.15, SEED-IV 81.94"
EEG-0161,2,2,2,1,1,1,2,2,2,0,2,2,19,24,79.2,Moderate,no,,"MS-DCDA transductive; cross-subject SEED 88.75/8.89, SEED-IV 74.34/10.62 (mean)"
EEG-0162,2,2,2,1,1,1,2,2,2,0,2,2,19,24,79.2,Moderate,no,,"DiFLM multi-source DA; cross-subject SEED 91.65/2.91, SEED-IV 73.92/6.04"
EEG-0163,2,2,2,1,1,1,2,2,2,0,2,2,19,24,79.2,Moderate,no,,"domain-separation adversarial DA; cross-subject SEED 91.68/7.34, SEED-IV 76.70; DREAMER"
EEG-0164,2,2,2,1,1,1,2,2,2,0,2,2,19,24,79.2,Moderate,no,,"C2PCI-Net multimodal EEG+eye LOSO; SEED-IV 71.94/8.80, SEED-V 84.83/1.05"
EEG-0165,2,0,0,0,0,1,1,1,1,0,0,2,8,24,33.3,Low,no,,PDC+ResNet claimed LOSO 94-96% on 5-class -> leakage suspect
EEG-0166,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,"CDSCN spiking transductive; SEED 87.02, SEED-IV 64.48"
EEG-0167,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,"PconvCapsNet subject-independent DEAP 76.13/74.01, DREAMER 69.32/68.51"
EEG-0168,2,2,1,1,1,1,2,1,2,0,1,2,16,24,66.7,Moderate,no,,"SCSTM style transfer; SEED 82.29, DEAP 79.47 (high), SEED-IV 56.46"
EEG-0169,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,"SACNN driver transductive; SEED 87.07, DEAP 67.99"
EEG-0170,2,2,2,1,1,1,2,1,1,0,2,2,17,24,70.8,Moderate,no,,"multi-channel voting subject-independent; SEED-IV 76.66, SEED-V 78.12"
EEG-0171,2,2,2,2,2,2,2,2,2,1,2,2,23,24,95.8,High,no,,Sneaky-emotions methodological leakage study (partition -> 50-90% swing); strong reporting
EEG-0172,2,0,0,0,0,1,0,1,1,0,0,2,7,24,29.2,Low,no,,Bayesian-DGCNN claimed subject-independent SEED 98.51/DEAP 98.32 -> leakage suspect
EEG-0173,2,2,2,1,1,1,1,1,2,0,2,2,17,24,70.8,Moderate,no,,"SS-EMERGE SSL LOSO; SEED 92.35, SEED-IV 81.51"
EEG-0174,2,2,2,1,1,1,2,2,2,0,2,2,19,24,79.2,Moderate,no,,Fusion multi-domain inductive LOSO; SEED 71.14/6.97
EEG-0175,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,MSSA subspace alignment transductive; SEED 79.61
EEG-0176,2,2,2,1,1,1,2,2,2,0,2,2,19,24,79.2,Moderate,no,,"DSSA Net subject-independent; SEED 87.03/5.97, SEED-IV 75.86/7.18"
EEG-0177,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,Dynamic-energy Bi-LSTM honest LOSO SEED 3-class 69.76 (abstract 89.42=10-fold)
EEG-0178,1,1,1,0,1,1,0,1,1,0,0,2,9,24,37.5,Low,no,,CNN-BiLSTM DC-IGN near-ceiling SEED 94.35/1.26 + fine-tune -> leakage suspect; PDF-verify
EEG-0179,1,2,2,1,1,2,2,1,2,0,2,2,18,24,75.0,Moderate,no,,"Conditional TL (Lin&Jung 2017) foundational cross-subject TL, custom dataset, delta improvements"
EEG-0180,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,TDANN two-level DA transductive SEED 87.9; self-built 4-class 56.88
EEG-0181,2,2,2,1,1,1,2,1,2,1,2,2,19,24,79.2,Moderate,no,,MindLink-Eumpy toolbox subject-independent LSTM DEAP V 78.56 / A 77.22
EEG-0182,2,2,2,1,1,1,2,2,1,1,2,2,19,24,79.2,Moderate,no,,Portable headset (Garg) LOSO regression RMSE; not accuracy -> narrative
EEG-0183,2,2,2,1,1,1,2,2,2,0,2,2,19,24,79.2,Moderate,no,,MSJDA multi-source transductive cross-subject SEED 83.60/7.82
EEG-0184,2,1,0,0,0,1,0,1,1,0,0,2,8,24,33.3,Low,no,,SPSP-STSA DEAP subject-independent 98.44% (binary) -> leakage suspect
EEG-0185,2,2,2,1,1,1,2,2,2,0,2,2,19,24,79.2,Moderate,no,,"SSTM-IS few-shot target-calibration SEED 86.78/6.65, SEED-IV 82.55/8.48"
EEG-0186,2,2,2,1,1,1,2,2,2,0,2,2,19,24,79.2,Moderate,no,,"STGATE inductive LOSO SEED 90.37/6.18, SEED-IV 76.43/5.01, DREAMER 76.35/8.40"
EEG-0187,2,2,2,1,1,1,2,2,2,0,2,2,19,24,79.2,Moderate,no,,"DFF-Net few-shot fine-tuning SEED 93.37/1.88 (F), SEED-IV 82.32"
EEG-0188,2,2,2,1,1,1,2,2,2,0,2,2,19,24,79.2,Moderate,no,,"MS-DA sample-hybrid transductive SEED 90.27/5.56, SEED-IV 73.41/8.27"
EEG-0189,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,"DSP-EmotionNet transductive SEED 82.5, SEED-IV 65.9 (no SD)"
EEG-0190,1,1,1,0,1,1,1,1,1,0,0,2,10,24,41.7,Low,no,,Dynamic brain functional networks DEAP 94.69 cross-subject suspect; PDF-verify
EEG-0191,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,"DSP-MCF domain generalization SEED 89.76, SEED-IV 77.02 (no SD)"
EEG-0192,2,2,2,1,1,1,1,1,2,0,1,2,16,24,66.7,Moderate,no,,Latent-factor autoencoder cross-subject DEAP; number pending PDF-verify
EEG-0193,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,Multi-Source Co-adaptation LOSO/cross-dataset; numbers pending PDF-verify
EEG-0194,2,2,2,1,1,1,2,1,2,0,1,2,17,24,70.8,Moderate,no,,LMA cross-dataset SEED->DEAP 74.57 (protocol E narrative)
EEG-0195,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,Stimulated-region channel transfer LOSO; numbers pending PDF-verify
EEG-0196,2,2,1,1,1,1,2,1,2,0,1,2,16,24,66.7,Moderate,no,,Brain-connectivity DA residual DEAP SI valence 88.28/arousal 87.66 (high-end)
EEG-0197,1,2,2,1,1,1,2,2,2,0,1,2,17,24,70.8,Moderate,no,,"LDG domain generalization 75.06/4.97; dataset-cell ambiguous, PDF-verify"
EEG-0198,2,2,2,1,1,1,2,2,2,0,2,2,19,24,79.2,Moderate,no,,"C-PDDM UDA single-session LOSO SEED 86.49/5.20, SEED-IV 72.88/6.02"
EEG-0199,2,2,2,1,1,1,2,2,1,0,2,2,18,24,75.0,Moderate,no,,"Source microstate custom 13-subj cross-subject SVM 84.90/8.24, 87.43/7.54"
EEG-0200,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,"MISNet multi-source transductive LOSO SEED 88.80, SEED-IV 74.60 (no agg SD)"
EEG-0201,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,Discriminative possibilistic clustering cross-domain; numbers pending PDF-verify
EEG-0202,2,1,0,0,1,1,0,1,1,0,0,2,9,24,37.5,Low,no,,Multimodal physiological DEAP 92.5/93.75 subject-dependent (not cross-subject)
EEG-0203,2,2,2,2,1,1,2,2,2,0,2,2,20,24,83.3,High,no,,"Deep possibilistic clustering UDA single-session LOSO SEED 87.83/4.21, SEED-IV 75.31/6.22"
EEG-0204,2,2,1,1,1,1,2,1,2,0,1,2,16,24,66.7,Moderate,no,,"RS-STGCN transductive LOSO SEED 88.00, SEED-IV 85.43 (high-end, no SD)"
EEG-0205,2,2,2,1,1,1,2,2,2,0,2,2,19,24,79.2,Moderate,no,,MSGM graph-Mamba subject-independent LOSO SEED 83.43/11.42
EEG-0206,2,2,2,1,1,1,2,2,1,0,2,2,18,24,75.0,Moderate,no,,Temporal-patterns ensemble subject-independent 5-fold custom 42-adult 87.42/2.13
EEG-0207,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,DASRC sparse-rep cross-subject+cross-dataset; numbers pending PDF-verify
EEG-0208,1,1,2,1,1,1,2,2,2,0,1,2,16,24,66.7,Moderate,no,,MSMRA multi-source cross-subject/cross-session column ambiguous; PDF-verify
EEG-0209,2,2,2,1,1,1,2,1,1,0,2,2,17,24,70.8,Moderate,no,,Facial-microexpr+EEG+physio multimodal LOSO DEAP V 69.2
EEG-0210,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,Transfer dictionary-pair across-subject; numbers pending PDF-verify
EEG-0211,1,1,0,0,1,1,0,1,1,0,0,2,8,24,33.3,Low,no,,"Asymmetry-feature relevance study, subject-dependent (not cross-subject benchmark)"
EEG-0212,2,2,2,1,1,1,2,2,2,0,2,2,19,24,79.2,Moderate,no,,"Channel-selection subject-independent SEED 79.3[76-82.5], SEED-IV 69.5, SEED-V 60.7 (CI)"
EEG-0213,2,2,2,1,1,1,2,2,2,0,1,2,18,24,75.0,Moderate,no,,DGAT inductive LOSO SEED 90.03/4.28 (DEAP SI 84.27/83.84 high-end narr)
EEG-0214,1,1,1,0,1,1,0,1,1,0,0,2,9,24,37.5,Low,no,,Dual-branch adaptive transformer SEED 94.39/SEED-IV 89.78 leakage suspect; PDF-verify
EEG-0215,2,2,2,1,1,1,2,1,2,0,1,2,17,24,70.8,Moderate,no,,Hierarchical BiGRU cross-subject group-10-fold DEAP 85.65/85.45 (high-end)
EEG-0216,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,"HMNN 3D-MLP LOSO DEAP 63.69/60.03, DREAMER 62.51/64.49, SEED-IV 62.29 (no SD)"
EEG-0217,1,1,1,0,1,1,1,1,1,0,0,2,10,24,41.7,Low,no,,Graph-smooth spatiotemporal attention subject-dependent 10-fold (number not isolated)
EEG-0218,2,2,2,1,1,1,2,1,1,0,2,2,17,24,70.8,Moderate,no,,tiny-MMDNet multimodal cross-subject (DEAP/MAHNOB/AMIGOS); number not isolated
EEG-0219,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,"BiHDM bi-hemispheric subject-independent SEED 91.07, SEED-IV 72.22 (DUP-FLAG, no SD)"
EEG-0220,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,3D-LSTM local-domain-discriminator DANN LOSO; numbers pending PDF-verify
EEG-0221,1,1,2,1,1,1,1,1,1,0,1,2,13,24,54.2,Low,no,,PA-CRNN personality-guided; improvement deltas only; PDF-verify
EEG-0222,2,1,0,0,1,1,0,1,1,0,0,2,9,24,37.5,Low,no,,Pre-activation residual SEED 99.51/SEED-IV 97.51 subject-dependent 0.125s LEAKAGE EXHIBIT
EEG-0223,2,2,2,1,1,1,2,1,2,0,1,2,17,24,70.8,Moderate,no,,"RFW-4DCRNN subject-independent SEED 91.12, DEAP 81.70 high-end (no SD)"
EEG-0224,2,2,2,1,1,1,2,1,2,0,1,2,17,24,70.8,Moderate,no,,"AM-ConvBLS transductive SEED 92.1, SEED-IV 83.2, SEED-V 83.7 high-end (no SD)"
EEG-0225,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,"Unified-physiological cross-dataset multimodal AMIGOS 85.75, DECAF 71.9/60.5"
EEG-0226,1,1,1,1,1,1,1,1,2,0,1,2,13,24,54.2,Low,no,,"AdamGraph SEED 91.86/96.65 config-ambiguous, MPED 40.29; PDF-verify"
EEG-0227,2,2,2,1,1,1,2,2,2,0,2,2,19,24,79.2,Moderate,no,,"ADANN transductive cross-subject SEED 91.92/5.44, SEED-IV 73.95/9.08"
EEG-0228,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,Adversarial-DA emotion-transfer UDA; numbers pending PDF-verify
EEG-0229,1,1,2,1,1,1,1,1,1,0,1,2,13,24,54.2,Low,no,,Transfer-learning aBCI; own result not isolated; PDF-verify
EEG-0230,2,2,2,1,1,1,2,2,2,0,2,2,19,24,79.2,Moderate,no,,"MS-KTF few-shot fine-tune SEED 96.43/9.23 (F, high-end), SEED-IV 87.34/9.89"
EEG-0231,2,2,2,1,1,1,2,2,2,0,2,2,19,24,79.2,Moderate,no,,"BF-GCN cognitive-prior transductive subject-independent SEED 93.06/5.12, SEED-IV 82.03"
EEG-0232,1,1,1,1,1,1,1,1,2,0,1,2,13,24,54.2,Low,no,,Efficient-LSTM cross-subject/subject-dependent ambiguous; PDF-verify
EEG-0233,1,1,0,0,1,1,0,1,1,0,0,2,8,24,33.3,Low,no,,Gender-specific multiscale SI SEED 98.21/DREAMER 98.78 near-ceiling LEAKAGE SUSPECT
EEG-0234,1,1,2,1,1,1,2,1,2,0,1,2,15,24,62.5,Moderate,no,,AsEmo subject-independent number discrepant (60.36 vs 84.20); PDF-verify
EEG-0235,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,"Attention-transformer cross-dataset SEED 88.83, DEAP 65.04 (no SD)"
EEG-0236,1,1,1,1,1,1,1,1,1,0,1,2,12,24,50.0,Low,no,,"TQWT subbands subject-independent 86.67 (80:20 tenfold, dataset unclear)"
EEG-0237,2,2,2,1,1,1,2,1,2,0,1,2,17,24,70.8,Moderate,no,,"BAFNet transductive LOSO SEED 93.93, SEED-IV 85.83 high-end (no SD)"
EEG-0238,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,"BGAN subject-independent SEED 85.4, SEED-V 90.7, localized SEED variant result omitted"
EEG-0239,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,CFDA-CSF multimodal (EEG+eye) cross-subject SEED 93.05/SEED-IV 91.41/SEED-V 93.40
EEG-0240,2,2,2,1,1,1,2,1,2,2,2,2,20,24,83.3,High,no,,"CLDAE contrastive+DA cross-subject SEED-IV 75.29, DEAP 70.15 (code available)"
EEG-0241,2,2,2,1,1,1,2,1,1,1,2,2,18,24,75.0,Moderate,no,,CTFear fear-intensity VR cross-subject F1 0.80/0.64/0.55 (niche)
EEG-0242,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,CiABL broad-learning cross-subject one-to-one SEED 87.10 (no SD)
EEG-0243,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,"CMSLNet multimodal (EEG+eye) cross-subject SEED-IV 83.15, SEED-V 87.32"
EEG-0244,2,2,1,1,1,1,2,1,2,0,2,1,16,24,66.7,Moderate,no,,"Personalized cross-DAY SEED 82.28 (cross-session, not cross-subject)"
EEG-0245,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,Cross-cultural multimodal EEG+eye LOSO; number not isolated
EEG-0246,2,2,1,1,1,1,2,1,2,0,2,1,16,24,66.7,Moderate,no,,"Cross-SESSION joint-label SEED-IV 83.89, SEED-V 81.90 (not cross-subject)"
EEG-0247,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,Channel-selection Relief+CNN cross-subject DEAP delta +2.71/+1.96
EEG-0248,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,Semisupervised multisource few-shot SEED 93.55/SEED-IV 87.96 (no SD)
EEG-0249,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,Domain-similarity transfer UDA; numbers pending PDF-verify
EEG-0250,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,"Flexible analytic wavelet cross-subject SEED 83.33, DEAP 59.06 (no SD)"
EEG-0251,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,Multimodal hybrid fusion cross-subject DEAP LOSO 72.18 (EEG+peripheral)
EEG-0252,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,DAST surfaced retrieval mAP 66.40; classification acc pending PDF-verify
EEG-0253,2,2,2,1,1,1,2,2,2,0,2,2,19,24,79.2,Moderate,no,,DISD-Net multimodal EEG+face cross-subject DEAP 75.00/7.68
EEG-0254,2,2,2,1,1,1,2,1,1,0,2,2,17,24,70.8,Moderate,no,,DTHFormer fine-grained CEAP custom LOSOCV; number not isolated
EEG-0255,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,Data-distribution-evolution limited-data cross-subject; numbers pending PDF-verify
EEG-0256,2,2,2,1,1,1,2,2,2,0,2,2,19,24,79.2,Moderate,no,,Meta-transfer few-shot SEED-IV 61.2/8.3 (F)
EEG-0257,2,2,2,1,1,1,2,2,2,0,2,2,19,24,79.2,Moderate,no,,"Deep-rep assisted-DA transductive SEED 93.05/4.36, SEED-IV 85.62/4.22"
EEG-0258,2,1,0,0,1,1,1,2,2,0,0,2,12,24,50.0,Low,no,,Dense-graph cross-attention MULTIMODAL subject-dependent SEED-IV 88.24/2.31
EEG-0259,2,1,0,0,1,1,0,1,1,0,0,2,9,24,37.5,Low,no,,Ensemble-DL DEAP 98.76/MAHNOB 98.86 LEAKAGE EXHIBIT
EEG-0260,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,Discriminative joint knowledge transfer online; numbers pending PDF-verify
EEG-0261,2,2,2,1,1,1,2,1,1,0,2,2,17,24,70.8,Moderate,no,,Fuzzy transfer resting-state custom BHE-EMO 67.00/DENS 62.91
EEG-0262,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,Distillation DG cross-dataset; numbers pending PDF-verify
EEG-0263,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,"DA latent-rep-similarity transductive SEED 84.47, DEAP 60.38 (no SD)"
EEG-0264,2,2,2,1,1,1,2,2,2,0,2,2,19,24,79.2,Moderate,no,,"DAGRLP label-propagation transductive SEED 77.23/6.12, SEED-IV 65.30/4.21"
EEG-0265,2,2,2,2,2,2,2,2,2,1,2,2,23,24,95.8,High,no,,DA comparative-study benchmark SEED 54.73/12.80 (DA underperforms; supports thesis)
EEG-0266,2,2,2,1,1,1,2,1,1,0,2,2,17,24,70.8,Moderate,no,,DuA dual-attentive custom long-term 50-subj LOSO; number not isolated
EEG-0267,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,Dynamic-stream-selection subject-independent; numbers pending PDF-verify
EEG-0268,2,2,2,1,1,1,2,2,2,0,2,2,19,24,79.2,Moderate,no,,"Dynamic-attention state-transition transductive LOSO SEED 88.1/3.6, SEED-V 73.6/12.7, FACED 67.9/7.3"
EEG-0269,1,1,1,1,1,1,1,1,2,0,1,2,13,24,54.2,Low,no,,DCGNN 10-fold+LOSO mixed; cross-subject row pending PDF-verify
EEG-0270,1,1,0,0,1,1,0,1,1,0,0,2,8,24,33.3,Low,no,,Coupled scale-invariant DA DREAMER 98.00/DEAP 98.41 cross-dataset LEAKAGE EXHIBIT
EEG-0271,1,1,1,1,1,1,1,1,2,0,1,2,13,24,54.2,Low,no,,3D-feature dilated FCN tenfold+LOSO mixed; cross-subject row pending PDF-verify
EEG-0272,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,"SBLEST sparse-Bayesian transductive LOSO SEED 82.51, SEED-IV 69.47 (no SD)"
EEG-0273,2,1,0,0,1,1,0,1,1,0,0,2,9,24,37.5,Low,no,,Multi-axis adapter transformer SEED 99.47/SEED-IV 98.53 subject-dependent LEAKAGE EXHIBIT
EEG-0274,2,1,0,0,1,1,1,1,2,0,0,2,11,24,45.8,Low,no,,Trainable-adjacency graph subject-dependent 10-fold deltas (not cross-subject)
EEG-0275,1,1,0,0,1,1,1,1,1,0,0,2,9,24,37.5,Low,no,,EEG music-listening subject-dependent 10-fold (not cross-subject)
EEG-0276,2,2,2,2,1,1,2,2,2,0,2,2,20,24,83.3,High,no,,"EMO-CARE rigorous LOSO SEED 94.27 (IQR 92.8-95.9), SEED-V 91.23, DREAMER 84.33"
EEG-0277,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,Semi-supervised sample/feature mining cross-session; pending PDF-verify
EEG-0278,1,1,0,0,1,1,1,1,1,0,0,2,9,24,37.5,Low,no,,Iterative-filtering EMD subject-dependent (not cross-subject)
EEG-0279,1,1,1,1,1,1,1,1,2,0,1,2,13,24,54.2,Low,no,,CSP selected-EEG; 92.15 was cited prior work; own result pending PDF-verify
EEG-0280,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,Few-channel DFA fine-tune cross-subject SEED-V 82.67 (F)
EEG-0281,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,Multimodal regularized deep fusion LOSO; number not isolated
EEG-0282,1,1,1,1,1,1,1,1,2,0,1,2,13,24,54.2,Low,no,,3D-EEGU-Net SEED 92.34/DEAP 72.02 protocol unclear (no SD)
EEG-0283,2,1,0,0,1,1,1,1,1,0,0,2,10,24,41.7,Low,no,,Wavelet synchrosqueezing ensemble ten-fold subject-dependent SEED 78.14
EEG-0284,2,2,2,1,1,1,2,1,1,0,2,2,17,24,70.8,Moderate,no,,Dynamic-FC PLI subject-independent SEED beta 87.03 (no SD)
EEG-0285,1,1,0,0,1,1,1,1,1,0,0,2,9,24,37.5,Low,no,,Multilevel multidomain fusion 10-fold subject-dependent (not cross-subject)
EEG-0286,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,EmotionMIL LOSO DEAP; accuracy pending PDF-verify
EEG-0287,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,LAFDA-Net multimodal EEG+eye cross-subject SEED 90.04/SEED-IV 89.60/SEED-V 80.01
EEG-0288,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,Cross-dataset style-transfer MPED3->SEED3 73.51 (protocol E)
EEG-0289,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,Sparse dynamic graph CNN cross-subject SEED 86.51/SEED-IV 61.72 (no SD)
EEG-0290,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,Personality-enhanced generalization; numbers pending PDF-verify
EEG-0291,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,Evolutionary ensemble cross-subject; numbers pending PDF-verify
EEG-0292,2,2,1,1,1,1,2,2,2,0,2,2,18,24,75.0,Moderate,no,,Intrinsic-neighborhood DA transductive SEED 95.69/5.24 (very high-end SOTA claim)
EEG-0293,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,Cloud-edge-client transfer; number pending PDF-verify
EEG-0294,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,"FLDNet few-shot SEED 89.91, DREAMER 90.28 (no SD)"
EEG-0295,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,Frame-level teacher-student privacy; number pending PDF-verify
EEG-0296,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,Regional-to-global hierarchical ST; number pending PDF-verify
EEG-0297,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,Freq+brain-connectivity fusion; number pending PDF-verify
EEG-0298,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,GDDN graph-disentangle transductive SEED 92.54/SEED-IV 75.65/MPED 29.44 (no SD)
EEG-0299,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,GFIL importance-analysis per-emotion (aggregate not isolated)
EEG-0300,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,GLADA global-local associative DA; number pending PDF-verify
EEG-0301,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,GMCDA multisource conditional DA SEED 90.33-93.26/SEED-IV 62.83-67.06 (no SD)
EEG-0302,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,Generalized contrastive partial-label; number pending PDF-verify
EEG-0303,1,1,1,1,1,1,1,1,2,0,1,2,13,24,54.2,Low,no,,Graph-embedded CNN image-based; number pending PDF-verify
EEG-0304,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,Grop graph-orthogonal transductive LOSO SEED 88.83 (no SD)
EEG-0305,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,Gusa unsupervised subdomain adaptation LOSO SEED ~91.14 (no clean SD)
EEG-0306,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,HIA-Net multimodal few-shot; number not isolated
EEG-0307,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,Hybrid source-selection transductive SEED 77.17/SEED-IV 58.51 (no SD)
EEG-0308,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,Deep-metric+semisup+DA cross-dataset SEED->SEED-IV 63.49
EEG-0309,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,Joint feature-transfer semisupervised; number pending PDF-verify
EEG-0310,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,Joint feature-adapt label-propagation one-to-one SEED-IV 83.3 (no SD)
EEG-0311,1,1,0,0,1,1,1,1,1,0,0,2,9,24,37.5,Low,no,,Label-feature co-learning facial+EEG multimodal subject-dependent (not cross-subject)
EEG-0312,2,2,2,2,2,2,2,2,2,1,2,2,23,24,95.8,High,no,,LibEER benchmark library KEY standardization reference (narrative)
EEG-0313,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,Lightweight asymmetric multimodal MAHNOB LOSO V 73.9/A 66.8
EEG-0314,1,1,1,1,1,1,1,1,2,0,1,2,13,24,54.2,Low,no,,RMDA Riemannian subject-dep/indep attribution unclear; PDF-verify
EEG-0315,2,2,2,1,1,1,2,2,2,0,2,2,19,24,79.2,Moderate,no,,M3D manifold DA transductive cross-subject SEED 84.57/9.49 (dataset-assumed)
EEG-0316,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,MASTF-net multi-source DA; number pending PDF-verify
EEG-0317,2,1,0,0,1,1,1,2,1,0,0,2,11,24,45.8,Low,no,,MECAM subject-independent SEED 97.92/2.39 near-ceiling LEAKAGE EXHIBIT
EEG-0318,1,1,1,1,1,1,1,1,2,0,1,2,13,24,54.2,Low,no,,MILFNet own vs cited unclear; PDF-verify
EEG-0319,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,MIND-EEG codebook; number pending PDF-verify
EEG-0320,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,MMDA multimodal multisource DA; number not isolated
EEG-0321,1,1,2,1,1,1,1,1,2,0,1,2,14,24,58.3,Low,no,,MS-FRAN multi-source DA; number pending PDF-verify
EEG-0322,2,2,2,1,1,1,2,1,2,0,2,2,18,24,75.0,Moderate,no,,MTADA multi-task adversarial DA FACED 44.37/DEAP 69.06/SEED-IV 76.39 (no SD)
